juror_id,venireperson,caused,state,defense,juror_not_struck,ammend_5,judgement,inn,bias_no_fair,bias_for_state,bias_a_g_state,bias_for_def,bias_a_g_def,bias_a_g_police,bias_for_police,cant_follow_law,attn,bop_100_percent,phys,agmt,vict,eye_witness,pun,pun_min,pun_max,esl,covid,med,prior_conviction,no_show,work_exempt,child_exempt,age_exempt,jur_age,jur_race,jur_gend,zip_code,four,defendants_name,defendants_race,defendants_gender,cause_number_f_xx_xxxxx,voir_dire_date,charge,verdict,punishment_number_years,probation,notes,age_group,peremptory_strike,jur_caused,jur_struck,jur_exempt,jur_disqualified,jur_biased,jur_pun
2368,26,1,0,0,Not a Juror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50,Black,Male,75115,1416,def_01,White,Male,F1470946,2016-08-29T00:00:00Z,Sexual Assault,Guilty,100,0,NA,45 - 54,No,Yes,No,No,No,No,Yes
2369,27,0,0,0,Juror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,White,Female,75230,4236,def_01,White,Male,F1470946,2016-08-29T00:00:00Z,Sexual Assault,Guilty,100,0,NA,55 +,No,No,No,No,No,No,No
2370,28,1,0,0,Not a Juror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,44,Hispanic,Male,75205,1152,def_01,White,Male,F1470946,2016-08-29T00:00:00Z,Sexual Assault,Guilty,100,0,NA,31 - 44,No,Yes,No,No,Yes,No,No
2371,29,1,0,0,Not a Juror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,38,White,Female,75040,4080,def_01,White,Male,F1470946,2016-08-29T00:00:00Z,Sexual Assault,Guilty,100,0,NA,31 - 44,No,Yes,No,Yes,No,No,No
2372,30,0,0,1,Not a Juror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,Black,Female,75216,6530,def_01,White,Male,F1470946,2016-08-29T00:00:00Z,Sexual Assault,Guilty,100,0,NA,55 +,Defense,No,Yes,No,No,No,No
2373,31,0,0,1,Not a Juror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,Black,Male,75248,4735,def_01,White,Male,F1470946,2016-08-29T00:00:00Z,Sexual Assault,Guilty,100,0,NA,45 - 54,Defense,No,Yes,No,No,No,No
2374,32,0,1,1,Not a Juror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,White,Female,75044,7555,def_01,White,Male,F1470946,2016-08-29T00:00:00Z,Sexual Assault,Guilty,100,0,NA,55 +,State,No,Yes,No,No,No,No
2375,33,0,0,1,Not a Juror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,Hispanic,Female,75060,7263,def_01,White,Male,F1470946,2016-08-29T00:00:00Z,Sexual Assault,Guilty,100,0,NA,55 +,Defense,No,Yes,No,No,No,No
2376,34,0,0,1,Not a Juror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,Hispanic,Female,75115,3810,def_01,White,Male,F1470946,2016-08-29T00:00:00Z,Sexual Assault,Guilty,100,0,NA,55 +,Defense,No,Yes,No,No,No,No
2377,35,1,0,0,Not a Juror,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,White,Other,75225,3621,def_01,White,Male,F1470946,2016-08-29T00:00:00Z,Sexual Assault,Guilty,100,0,NA,55 +,No,Yes,No,No,No,No,No
2378,36,0,1,0,Not a Juror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,Other,Male,75248,NA,def_01,White,Male,F1470946,2016-08-29T00:00:00Z,Sexual Assault,Guilty,100,0,NA,31 - 44,State,No,Yes,No,No,No,No
2379,37,0,1,0,Not a Juror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,Asian,Male,75182,2616,def_01,White,Male,F1470946,2016-08-29T00:00:00Z,Sexual Assault,Guilty,100,0,NA,55 +,State,No,Yes,No,No,No,No
2380,38,1,0,0,Not a Juror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60,Other,Male,75006,7702,def_01,White,Male,F1470946,2016-08-29T00:00:00Z,Sexual Assault,Guilty,100,0,"I believe just says ""disqualified"" not sure what to put",55 +,No,Yes,No,No,No,No,No
2381,39,0,0,0,Juror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,Hispanic,Male,75227,NA,def_01,White,Male,F1470946,2016-08-29T00:00:00Z,Sexual Assault,Guilty,100,0,NA,31 - 44,No,No,No,No,No,No,No
2382,40,0,0,0,Juror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,White,Male,75043,1838,def_01,White,Male,F1470946,2016-08-29T00:00:00Z,Sexual Assault,Guilty,100,0,NA,45 - 54,No,No,No,No,No,No,No
2383,41,1,0,0,Not a Juror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,46,Asian,Male,75044,5967,def_01,White,Male,F1470946,2016-08-29T00:00:00Z,Sexual Assault,Guilty,100,0,NA,45 - 54,No,Yes,No,No,Yes,No,No
2384,42,1,0,0,Not a Juror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,57,Other,Male,75217,1515,def_01,White,Male,F1470946,2016-08-29T00:00:00Z,Sexual Assault,Guilty,100,0,NA,55 +,No,Yes,No,No,Yes,No,No
2385,43,0,0,0,Juror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,Black,Male,75043,5413,def_01,White,Male,F1470946,2016-08-29T00:00:00Z,Sexual Assault,Guilty,100,0,NA,55 +,No,No,No,No,No,No,No
2386,44,0,0,1,Not a Juror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,White,Female,75061,7207,def_01,White,Male,F1470946,2016-08-29T00:00:00Z,Sexual Assault,Guilty,100,0,NA,18 - 30,Defense,No,Yes,No,No,No,No
2387,45,0,0,0,Juror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,White,Female,75081,5441,def_01,White,Male,F1470946,2016-08-29T00:00:00Z,Sexual Assault,Guilty,100,0,NA,55 +,No,No,No,No,No,No,No
2388,46,0,0,0,Juror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,White,Male,75043,3526,def_01,White,Male,F1470946,2016-08-29T00:00:00Z,Sexual Assault,Guilty,100,0,NA,18 - 30,No,No,No,No,No,No,No
2389,47,0,1,0,Not a Juror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,Black,Female,75227,5360,def_01,White,Male,F1470946,2016-08-29T00:00:00Z,Sexual Assault,Guilty,100,0,NA,55 +,State,No,Yes,No,No,No,No
2390,48,1,0,0,Not a Juror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,Asian,Male,75044,4698,def_01,White,Male,F1470946,2016-08-29T00:00:00Z,Sexual Assault,Guilty,100,0,NA,45 - 54,No,Yes,No,No,No,No,No
2391,49,0,0,0,Juror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,Black,Male,75241,3768,def_01,White,Male,F1470946,2016-08-29T00:00:00Z,Sexual Assault,Guilty,100,0,NA,18 - 30,No,No,No,No,No,No,No
2392,50,1,0,0,Not a Juror,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,White,Male,75211,1724,def_01,White,Male,F1470946,2016-08-29T00:00:00Z,Sexual Assault,Guilty,100,0,"also says ""threats""",31 - 44,No,Yes,No,No,No,No,No
2393,51,1,0,0,Not a Juror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,61,Hispanic,Female,75104,5058,def_01,White,Male,F1470946,2016-08-29T00:00:00Z,Sexual Assault,Guilty,100,0,NA,55 +,No,Yes,No,No,No,No,No
2394,52,0,0,1,Not a Juror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,White,Female,75230,1818,def_01,White,Male,F1470946,2016-08-29T00:00:00Z,Sexual Assault,Guilty,100,0,NA,18 - 30,Defense,No,Yes,No,No,No,No
2395,53,0,0,0,Juror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,Other,Female,75043,6521,def_01,White,Male,F1470946,2016-08-29T00:00:00Z,Sexual Assault,Guilty,100,0,"1 double strike, so keeping 3 after 12; looks like you have a mark after juror 58",18 - 30,No,No,No,No,No,No,No
2396,54,0,1,0,Not a Juror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,Other,Female,75230,3203,def_01,White,Male,F1470946,2016-08-29T00:00:00Z,Sexual Assault,Guilty,100,0,NA,31 - 44,State,No,Yes,No,No,No,No
2397,55,1,0,0,Not a Juror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,Other,Male,75150,1287,def_01,White,Male,F1470946,2016-08-29T00:00:00Z,Sexual Assault,Guilty,100,0,NA,55 +,No,Yes,No,No,No,No,No
2398,61,1,0,0,Not a Juror,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,White,Male,75043,6227,def_01,White,Male,F1470946,2016-08-29T00:00:00Z,Sexual Assault,Guilty,100,0,"also says ""DNA""",18 - 30,No,Yes,No,No,No,Yes,No
2399,63,1,0,0,Not a Juror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,56,Hispanic,Male,75212,4424,def_01,White,Male,F1470946,2016-08-29T00:00:00Z,Sexual Assault,Guilty,100,0,NA,55 +,No,Yes,No,No,Yes,No,No
2400,64,1,0,0,Not a Juror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,54,Black,Female,75232,3505,def_01,White,Male,F1470946,2016-08-29T00:00:00Z,Sexual Assault,Guilty,100,0,NA,45 - 54,No,Yes,No,No,No,No,Yes
2401,69,1,0,0,Not a Juror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,52,Hispanic,Female,75224,2433,def_01,White,Male,F1470946,2016-08-29T00:00:00Z,Sexual Assault,Guilty,100,0,NA,45 - 54,No,Yes,No,No,Yes,No,No
2402,74,1,0,0,Not a Juror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,Hispanic,Male,75040,5313,def_01,White,Male,F1470946,2016-08-29T00:00:00Z,Sexual Assault,Guilty,100,0,NA,31 - 44,No,Yes,No,No,No,No,No
2403,76,1,0,0,Not a Juror,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,White,Male,75041,4257,def_01,White,Male,F1470946,2016-08-29T00:00:00Z,Sexual Assault,Guilty,100,0,NA,55 +,No,Yes,No,No,No,No,No
2404,1,0,0,0,Juror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,White,Female,75233,2604,def_32,White,Male,F1510099,2018-11-09T00:00:00Z,Child Sex Abuse,Not Guilty,0,0,couldn't find verdict in court database,55 +,No,No,No,No,No,No,No
2405,2,1,0,0,Not a Juror,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,53,White,Male,75208,NA,def_32,White,Male,F1510099,2018-11-09T00:00:00Z,Child Sex Abuse,Not Guilty,0,0,NA,45 - 54,No,Yes,No,No,No,No,No
2406,3,1,0,0,Not a Juror,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,White,Male,75231,4719,def_32,White,Male,F1510099,2018-11-09T00:00:00Z,Child Sex Abuse,Not Guilty,0,0,NA,31 - 44,No,Yes,No,No,No,No,No
2407,4,0,0,0,Juror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,White,Female,75219,3274,def_32,White,Male,F1510099,2018-11-09T00:00:00Z,Child Sex Abuse,Not Guilty,0,0,NA,45 - 54,No,No,No,No,No,No,No
2408,5,0,0,1,Not a Juror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Hispanic,Male,75217,NA,def_32,White,Male,F1510099,2018-11-09T00:00:00Z,Child Sex Abuse,Not Guilty,0,0,NA,18 - 30,Defense,No,Yes,No,No,No,No
2409,6,1,0,0,Not a Juror,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,Hispanic,Female,75052,2617,def_32,White,Male,F1510099,2018-11-09T00:00:00Z,Child Sex Abuse,Not Guilty,0,0,NA,31 - 44,No,Yes,No,No,No,Yes,No
2410,7,1,0,0,Not a Juror,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,Hispanic,Male,75081,5621,def_32,White,Male,F1510099,2018-11-09T00:00:00Z,Child Sex Abuse,Not Guilty,0,0,"something appears written beneath ""pres""",55 +,No,Yes,No,No,No,No,No
2411,8,1,0,0,Not a Juror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,63,Hispanic,Female,75208,NA,def_32,White,Male,F1510099,2018-11-09T00:00:00Z,Child Sex Abuse,Not Guilty,0,0,NA,55 +,No,Yes,No,No,Yes,No,No
2412,9,0,1,0,Not a Juror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,White,Male,75137,3146,def_32,White,Male,F1510099,2018-11-09T00:00:00Z,Child Sex Abuse,Not Guilty,0,0,NA,31 - 44,State,No,Yes,No,No,No,No
2413,10,1,0,0,Not a Juror,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36,White,Female,75208,5528,def_32,White,Male,F1510099,2018-11-09T00:00:00Z,Child Sex Abuse,Not Guilty,0,0,"something that looks like ""emotional"" is written, but victim also is written",31 - 44,No,Yes,No,No,No,Yes,No
2414,11,0,1,0,Not a Juror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,Black,Female,75217,7202,def_32,White,Male,F1510099,2018-11-09T00:00:00Z,Child Sex Abuse,Not Guilty,0,0,NA,45 - 54,State,No,Yes,No,No,No,No
2415,12,1,0,0,Not a Juror,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,Black,Male,75044,5913,def_32,White,Male,F1510099,2018-11-09T00:00:00Z,Child Sex Abuse,Not Guilty,0,0,caused for something unintelligible,18 - 30,No,Yes,No,No,No,No,No
2416,13,1,0,0,Not a Juror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,38,Black,Female,75204,NA,def_32,White,Male,F1510099,2018-11-09T00:00:00Z,Child Sex Abuse,Not Guilty,0,0,NA,31 - 44,No,Yes,No,Yes,No,No,No
2417,14,1,0,0,Not a Juror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,67,Asian,Female,75243,1605,def_32,White,Male,F1510099,2018-11-09T00:00:00Z,Child Sex Abuse,Not Guilty,0,0,NA,55 +,No,Yes,No,No,Yes,No,No
2418,15,0,1,0,Not a Juror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,White,Female,75006,2036,def_32,White,Male,F1510099,2018-11-09T00:00:00Z,Child Sex Abuse,Not Guilty,0,0,NA,31 - 44,State,No,Yes,No,No,No,No
2419,16,1,0,0,Not a Juror,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,White,Female,75040,5648,def_32,White,Male,F1510099,2018-11-09T00:00:00Z,Child Sex Abuse,Not Guilty,0,0,NA,55 +,No,Yes,No,No,No,No,No
2420,17,1,0,0,Not a Juror,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,White,Male,75048,3562,def_32,White,Male,F1510099,2018-11-09T00:00:00Z,Child Sex Abuse,Not Guilty,0,0,NA,45 - 54,No,Yes,No,No,No,No,No
2421,18,1,0,0,Not a Juror,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,White,Male,75204,8529,def_32,White,Male,F1510099,2018-11-09T00:00:00Z,Child Sex Abuse,Not Guilty,0,0,NA,31 - 44,No,Yes,No,No,No,No,No
2422,19,0,1,1,Not a Juror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,Other,Female,75202,4309,def_32,White,Male,F1510099,2018-11-09T00:00:00Z,Child Sex Abuse,Not Guilty,0,0,NA,31 - 44,State,No,Yes,No,No,No,No
2423,20,0,0,0,Juror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,White,Male,75019,NA,def_32,White,Male,F1510099,2018-11-09T00:00:00Z,Child Sex Abuse,Not Guilty,0,0,NA,31 - 44,No,No,No,No,No,No,No
2424,21,1,0,0,Not a Juror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35,Hispanic,Male,75052,8867,def_32,White,Male,F1510099,2018-11-09T00:00:00Z,Child Sex Abuse,Not Guilty,0,0,NA,31 - 44,No,Yes,No,No,No,No,No
2425,22,1,0,0,Not a Juror,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,White,Female,75182,5009,def_32,White,Male,F1510099,2018-11-09T00:00:00Z,Child Sex Abuse,Not Guilty,0,0,NA,55 +,No,Yes,No,No,No,No,No
2426,23,1,0,0,Not a Juror,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,White,Female,75205,2119,def_32,White,Male,F1510099,2018-11-09T00:00:00Z,Child Sex Abuse,Not Guilty,0,0,NA,31 - 44,No,Yes,No,No,No,No,No
2427,24,0,0,0,Juror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,Hispanic,Male,75204,2069,def_32,White,Male,F1510099,2018-11-09T00:00:00Z,Child Sex Abuse,Not Guilty,0,0,NA,18 - 30,No,No,No,No,No,No,No
2428,25,0,1,1,Not a Juror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,White,Female,75248,3840,def_32,White,Male,F1510099,2018-11-09T00:00:00Z,Child Sex Abuse,Not Guilty,0,0,NA,45 - 54,State,No,Yes,No,No,No,No
2429,26,1,0,0,Not a Juror,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,Other,Female,75181,NA,def_32,White,Male,F1510099,2018-11-09T00:00:00Z,Child Sex Abuse,Not Guilty,0,0,NA,31 - 44,No,Yes,No,No,No,No,No
2430,27,1,0,0,Not a Juror,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,Hispanic,Male,75150,3616,def_32,White,Male,F1510099,2018-11-09T00:00:00Z,Child Sex Abuse,Not Guilty,0,0,NA,55 +,No,Yes,No,No,No,No,No
2431,28,1,0,0,Not a Juror,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,White,Male,75201,4892,def_32,White,Male,F1510099,2018-11-09T00:00:00Z,Child Sex Abuse,Not Guilty,0,0,NA,55 +,No,Yes,No,No,No,No,No
2432,29,0,0,0,Juror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,White,Female,75228,3748,def_32,White,Male,F1510099,2018-11-09T00:00:00Z,Child Sex Abuse,Not Guilty,0,0,NA,45 - 54,No,No,No,No,No,No,No
2433,30,1,0,0,Not a Juror,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,White,Male,75238,3501,def_32,White,Male,F1510099,2018-11-09T00:00:00Z,Child Sex Abuse,Not Guilty,0,0,NA,55 +,No,Yes,No,No,No,No,No
2434,31,1,0,0,Not a Juror,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,White,Male,75214,3150,def_32,White,Male,F1510099,2018-11-09T00:00:00Z,Child Sex Abuse,Not Guilty,0,0,"looks like ""dog"" is also written",31 - 44,No,Yes,No,No,No,No,No
2435,32,0,0,1,Not a Juror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,White,Male,75039,NA,def_32,White,Male,F1510099,2018-11-09T00:00:00Z,Child Sex Abuse,Not Guilty,0,0,NA,31 - 44,Defense,No,Yes,No,No,No,No
2436,33,0,0,0,Juror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,White,Male,75052,600,def_32,White,Male,F1510099,2018-11-09T00:00:00Z,Child Sex Abuse,Not Guilty,0,0,NA,55 +,No,No,No,No,No,No,No
2437,34,0,0,0,Juror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,Black,Male,75217,2034,def_32,White,Male,F1510099,2018-11-09T00:00:00Z,Child Sex Abuse,Not Guilty,0,0,NA,55 +,No,No,No,No,No,No,No
2438,35,0,0,0,Juror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,White,Male,75001,NA,def_32,White,Male,F1510099,2018-11-09T00:00:00Z,Child Sex Abuse,Not Guilty,0,0,NA,55 +,No,No,No,No,No,No,No
2439,36,1,0,0,Not a Juror,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,Hispanic,Male,75041,5153,def_32,White,Male,F1510099,2018-11-09T00:00:00Z,Child Sex Abuse,Not Guilty,0,0,NA,31 - 44,No,Yes,No,No,No,Yes,No
2440,37,1,0,0,Not a Juror,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,63,White,Female,75219,2225,def_32,White,Male,F1510099,2018-11-09T00:00:00Z,Child Sex Abuse,Not Guilty,0,0,NA,55 +,No,Yes,No,No,No,Yes,No
2441,38,1,0,0,Not a Juror,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,Black,Female,75060,4891,def_32,White,Male,F1510099,2018-11-09T00:00:00Z,Child Sex Abuse,Not Guilty,0,0,NA,31 - 44,No,Yes,No,No,No,No,No
2442,39,1,0,0,Not a Juror,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,Black,Male,75040,2800,def_32,White,Male,F1510099,2018-11-09T00:00:00Z,Child Sex Abuse,Not Guilty,0,0,NA,31 - 44,No,Yes,No,No,No,Yes,No
2443,40,1,0,0,Not a Juror,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,White,Male,75238,2161,def_32,White,Male,F1510099,2018-11-09T00:00:00Z,Child Sex Abuse,Not Guilty,0,0,NA,55 +,No,Yes,No,No,No,No,No
2444,41,0,1,1,Not a Juror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,Black,Female,75080,2912,def_32,White,Male,F1510099,2018-11-09T00:00:00Z,Child Sex Abuse,Not Guilty,0,0,NA,45 - 54,State,No,Yes,No,No,No,No
2445,42,1,0,0,Not a Juror,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33,White,Male,75089,3566,def_32,White,Male,F1510099,2018-11-09T00:00:00Z,Child Sex Abuse,Not Guilty,0,0,NA,31 - 44,No,Yes,No,No,No,No,No
2446,44,0,0,1,Not a Juror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,Black,Female,75038,4813,def_32,White,Male,F1510099,2018-11-09T00:00:00Z,Child Sex Abuse,Not Guilty,0,0,NA,31 - 44,Defense,No,Yes,No,No,No,No
2447,45,0,0,0,Juror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,White,Female,75225,7721,def_32,White,Male,F1510099,2018-11-09T00:00:00Z,Child Sex Abuse,Not Guilty,0,0,NA,55 +,No,No,No,No,No,No,No
2448,46,1,0,0,Not a Juror,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,White,Female,75209,NA,def_32,White,Male,F1510099,2018-11-09T00:00:00Z,Child Sex Abuse,Not Guilty,0,0,NA,55 +,No,Yes,No,No,No,No,No
2449,47,0,0,1,Not a Juror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,White,Female,75229,NA,def_32,White,Male,F1510099,2018-11-09T00:00:00Z,Child Sex Abuse,Not Guilty,0,0,NA,45 - 54,Defense,No,Yes,No,No,No,No
2450,48,1,0,0,Not a Juror,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,42,Asian,Male,75048,4488,def_32,White,Male,F1510099,2018-11-09T00:00:00Z,Child Sex Abuse,Not Guilty,0,0,NA,31 - 44,No,Yes,No,No,No,No,No
2451,49,1,0,0,Not a Juror,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,White,Male,75006,3826,def_32,White,Male,F1510099,2018-11-09T00:00:00Z,Child Sex Abuse,Not Guilty,0,0,NA,18 - 30,No,Yes,No,No,No,Yes,No
